NUMBER,Genus,SPECIES,SUBSPECIES,MORPHOTYPE,HERBARIUM,COLLECTOR,COLNUMBER,COUNTRY,LATITUDE,DLATITUDE,LONGITUDE,DLONGITUDE,ELEVATION,PLHEIGHT,STEMHEIGHT,STEMDIAMETER,INTERNODE,LEAFNUMBER,SHEATH,PETIOLE,RACHISLEN,RACHISWID,NODIVISIONS,BASPINLEN,BASPINWID,BASPINANG,APINLEN,APINWID,APINANG,ORDERS,PROPHYLL,PEDBRACT,DISTANCE,PEDUNCLELEN,PEDUNCLEWID,NORACHILLAE,RACHILLLEN,RACHILLWID,FRUITLEN,FRUITDIAM,STEMBRANCH,INTERNOD,INTERCOLOR,LEAFDIVI,PLICATE,BLADEBASE,PETCOLOR,VEINADAX,VENATION,INFLOBRAN,BRACTS,PROPHYLLS,PROSURFACE,RIDGED,PEDUNCBRACT,RACHSURFACE,RACHRUGOS,RACHNARROW,PITARRANG,PITINSIDE,PROXLIP,PROXRECURV,HOOD,LIPCOLOR,LIPSCUPUL,DISTALIP,PETALS,STAMFLS,STAMENNO,CONNECT,ANTHERS,GYNO,PISTFLS,STAMTUBES,STAMTUBPER,STIPITATE,CONICAL,SPLITTING,SPINY,BUMPY,OPERC,SCULPT,PORES
246,Geonoma,macrostachys,,macrostachys,NY,"Ruíz, J. ",220,Peru,3.5,-3.83,73.3,-73.5,140,,,,,,,,58,4.7,1,,,,21,,,,,,,,,,,,,,,,,1,1,1,2,2,2,,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,,,,,,,,,
270,Geonoma,macrostachys,,macrostachys,NY,"Ruíz, J. ",1248,Peru,3.48,-3.8,73.25,-73.41,123,1.5,,,,,,,48.5,3.7,1,,,4,36,,20,0,,,,,2.6,1,15.5,6.4,,,,,,1,1,1,2,2,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,,2,2,3,3,,,2,,,,,,,,,
225,Geonoma,macrostachys,,macrostachys,NY,"Schultes, R.",15838,Colombia,0.2,-0.33,71,-71,,,,,,,,,90,5.8,1,,,5,,,19,0,,,,,3.3,1,15.5,7.1,,,,,,1,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,,,,,,,,
419,Geonoma,macrostachys,,macrostachys,MO,"Tunqui, S.",24,Peru,4,-4,77.45,-77.75,180,0.5,,,,,,,34,3.6,1,,,,,,40,0,,,,,3.2,1,13.5,4.4,7.4,5.9,,,,1,1,1,2,2,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,,,,,,,,,,,,,,,,,
413,Geonoma,macrostachys,,macrostachys,MO,"Vásquez, R. ",1818,Peru,4.08,-4.13,72.55,-72.91,160,1,,,,,,,75,5,1,,,4,,,21,0,,,,,2.4,1,16,6.8,,,,,,1,1,1,2,2,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,,,,,,,,,,,,,,,,,
345,Geonoma,macrostachys,,macrostachys,NY,"Vásquez, R. ",11775,Peru,3.2,-3.33,72.55,-72.91,130,,,,,,,,,5.2,1,,,7,,,,0,,,,,3.1,1,16.1,6.4,,,,,,1,1,1,2,2,2,1,1,,,,1,2,1,2,2,2,1,1,2,1,1,2,2,,2,3,3,,,2,,,,,,,,,
215,Geonoma,macrostachys,,macrostachys,NY,"Vásquez, R. ",11779,Peru,3.2,-3.33,72.55,-72.91,130,,,,,,,,,,1,,,,,,,0,,,,,3.4,1,17.8,7.1,,,,,1,1,1,1,2,2,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,2,2,,,,,,,,
217,Geonoma,macrostachys,,macrostachys,NY,"Vásquez, R. ",12057,Peru,3.48,-3.8,73.25,-73.41,122,0.7,,,,,,35,29,2.6,2,40.5,12.8,23,23.3,8,25,0,,,,,2.5,1,11.7,5,8.7,5.5,,,1,2,1,1,2,2,2,1,1,,,,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,2,2,1,2,1,2,,
216,Geonoma,macrostachys,,macrostachys,NY,"Vásquez, R. ",12167,Peru,3.55,-3.91,73.4,-73.66,150,1,,,,,,,,3.7,1,,,3,,,,0,,,,,3.1,1,12,5.6,8.8,6.7,,,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,2,2,1,2,1,2,,
153,Geonoma,macrostachys,,macrostachys,NY,"Vásquez, R. ",13019,Peru,3.3,-3.5,73.05,-73.08,108,,,,,,,,35,4.4,1,,,3,20.5,,18,0,,,,,2.8,1,14.5,6.3,,,,,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,,,,,,,,
218,Geonoma,macrostachys,,macrostachys,NY,"Vásquez, R. ",13110,Peru,3.2,-3.33,72.55,-72.91,116,,,,,,,,,3.7,1,,,17,,,,0,,,,,5.5,1,25.2,8.7,,,,,1,1,1,1,2,2,2,1,1,,,,1,2,1,2,2,2,1,1,2,1,1,2,2,2,2,3,3,,,2,,,,,,,,,
150,Geonoma,macrostachys,,macrostachys,NY,"Vásquez, R. ",13470,Peru,3.3,-3.5,73.05,-73.08,108,0.7,,,,,,,58.5,3.3,1,,,3,33,,17,0,,,,,3,1,13.5,5.5,,,,,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,,,,,,,,
420,Geonoma,macrostachys,,macrostachys,MO,"Vásquez, R. ",18927,Peru,4.23,-4.38,78.21,-78.35,800,,,,,,,,,3.4,3,,,20,,,,0,,,,,4.4,1,,5.7,,,,,,2,1,1,2,2,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,,,,,,,,,,,,,,,,,
226,Geonoma,macrostachys,,supracostata,NY,"Asplund, E.",9354,Ecuador,0.5,-0.83,77.49,-77.81,,,,,,,,,27.5,,,,,25,10.5,,36,0,,,0.1,44.5,2.3,1,11,6.5,,,,,1,,1,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,2,3,3,,,2,,,,,,,,,
252,Geonoma,macrostachys,,supracostata,NY,"Balslev, H.",1594,Ecuador,1.01,-1.03,77.4,-77.66,400,2,,,,10,13,52,57,4.6,1,,,26,18.5,,31,0,26.5,25.2,0.8,53.5,3,1,19.5,6.6,,,,,,1,1,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,,,,,,,,,,,,
261,Geonoma,macrostachys,,supracostata,NY,"Balslev, H.",4863,Ecuador,0.18,-0.3,76.2,-76.33,300,,,,,,,,43,2.7,3,37,8,26,23.5,13,32,0,,,,,2.5,1,13.7,6.4,,,,,1,2,1,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,2,3,3,,,2,,,,,,,,,
314,Geonoma,macrostachys,,supracostata,AAU,"Balslev, H.",6569,Peru,3.45,-3.75,76.26,-76.43,180,,,,,,,17,43.5,3.2,1,,,10,13,,38,0,,,,25,2.4,1,6.5,5.5,,,1,,1,1,1,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,,,,,,,,,,,,
125,Geonoma,macrostachys,,supracostata,NY,"Balslev, H.",62210,Ecuador,2.25,-2.41,77.3,-77.5,400,,0.25,,,11,,,50.5,3.3,3,32,8.5,22,25,14.5,32,0,,,,,2.4,1,10,6.5,,,1,,,2,1,1,2,1,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,2,2,3,3,,,2,,,,,,,,,
339,Geonoma,macrostachys,,supracostata,AAU,"Balslev, H.",62434,Ecuador,1.3,-1.5,77.57,-77.95,1080,,0.6,1.62,0.3,11,6,36.5,45,2.6,3,42.5,14,20,15.5,15.2,37,0,27.6,33,0.2,53,3.5,1,22,7.1,,,,1,1,2,1,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,2,3,3,2,2,2,2,,,,,,,,
337,Geonoma,macrostachys,,supracostata,AAU,"Balslev, H.",62498,Ecuador,0.55,-0.91,77.25,-77.41,450,,,1.84,0.4,10,,45,43,3.3,3,38.5,10,29,21.6,12.2,36,0,,,,,3.1,1,18,5.8,7.7,5.8,1,1,1,2,1,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,2,2,1,2,1,2,,
341,Geonoma,macrostachys,,supracostata,AAU,"Balslev, H.",62501,Ecuador,0.55,-0.91,77.25,-77.41,450,,0.1,2.16,0.3,6,,35,45,3.7,1,,,,21,,28,0,,,,,2.9,1,21.6,7.6,,,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,2,3,3,,,,,,,,,,,,
447,Geonoma,macrostachys,,supracostata,COL,"Bernal, R.",2563,Colombia,3.55,-3.91,70.09,-70.15,150,,,,,6,9,22,34,2,1,,,22,20,,32,0,,,,23.5,2.1,1,7,4.7,9.6,6.2,,,,1,1,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,,,,,,,,,,2,2,1,2,1,2,,
349,Geonoma,macrostachys,,supracostata,MO,"Cerón, C. ",1690,Ecuador,1.04,-1.06,77.36,-77.6,450,1,,,,,,,,,3,,13,,,,,0,11.5,,,33,2.3,1,11.2,6.2,,,,,,2,1,1,2,1,2,1,1,2,2,2,,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,,,,,,,,,
351,Geonoma,macrostachys,,supracostata,MO,"Cerón, C. ",2264,Ecuador,0.3,-0.5,77.01,-77.01,250,1,,,,,8,33,34,2.8,1,,,25,20,,32,0,,,,,2.6,1,12,8.1,,,,,,1,1,1,2,1,2,1,1,2,2,2,1,2,1,2,,2,1,1,2,1,1,2,2,2,2,3,3,,,2,,,,,,,,,
352,Geonoma,macrostachys,,supracostata,MO,"Cerón, C. ",4229,Ecuador,0.55,-0.91,76.11,-76.18,200,1,,,,,,,,,1,,,,,,30,0,,,,,,1,,,,,,,,1,1,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,,,,,,,,
348,Geonoma,macrostachys,,supracostata,MO,"Freire, E.",86,Ecuador,0.38,-0.63,77.27,-77.45,750,1,,,,,,,34.5,2.5,3,,10.8,23,16.7,,37,0,,,,,2.5,1,13,5.9,,,,,,2,1,1,2,1,2,1,1,2,2,2,,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,,,2,,,,,,,,,
219,Geonoma,macrostachys,,supracostata,NY,"Heinrichs, E.",375,Ecuador,0.58,-0.98,77.49,-77.81,670,,,,,,,,30,2.6,1,,,19,,,32,0,,,,,3.6,1,20.5,6.3,,,,,,1,1,1,2,1,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,2,,,,,,,,2,1
164,Geonoma,macrostachys,,supracostata,NY,"Lewis, W.",10263,Peru,3.15,-3.25,75.5,-75.83,160,1,,,,,,,,,1,,,,20,,33,0,,,,,2.5,1,16.2,5.4,,,,,,1,1,1,2,1,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,,,,,,,,
350,Geonoma,macrostachys,,supracostata,MO,"Palacios, W.",4080,Ecuador,0.43,-0.71,77.4,-77.66,1200,1,,,,,,,53.5,3.7,3,,8.5,,29,10,35,0,,,,,3.2,1,16,6.6,,,,,,2,1,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,,,,,,,,,,,,
590,Geonoma,macrostachys,,supracostata,FTG,"Roncal, J.",115,Peru,3.15,-3.25,72.54,-72.9,130,0.4,,,,12,,,,,1,,,,,,,0,,,,,3.4,1,7,7.5,,,,,,1,1,1,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Geonoma,macrostachys,,supracostata,AAU,"Skov, F.",64768,Ecuador,1.27,-1.45,77.48,-77.8,1250,,0.2,,,10,12,45,35,2.4,3,28,8,37,,11.2,34,0,33,28,0.6,53,2.8,1,,5.8,,,,,1,2,1,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,,,,,,,,,,,,
344,Geonoma,macrostachys,,supracostata,AAU,"Skov, F.",64779,Ecuador,1.37,-1.61,77.5,-77.77,950,,0.15,,,11,5.5,95,50,4.1,4,24.5,4.8,48,,12.7,33,0,25,15,,44,2.3,1,,5.2,,,1,,,2,1,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,3,3,,,2,,,,,,,,,
340,Geonoma,macrostachys,,supracostata,AAU,"Svenning, J.-C.",141,Ecuador,0.4,-0.66,76.24,-76.4,232,,0.04,2.49,0.3,,10,42,50,3,1,,,28,20.5,,,0,,,,40,,1,,7.1,,,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,2,3,3,,,,,,,,,,,,
343,Geonoma,macrostachys,,supracostata,AAU,"Svenning, J.-C.",148,Ecuador,0.4,-0.66,76.23,-76.38,229,,0.12,2.1,0.4,10,,37.5,57,4.2,3,,13.5,,28,15,35,0,,,,,3.2,1,23,7.3,,,1,1,1,2,1,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,2,3,3,,,2,,,,,,,,,
346,Geonoma,macrostachys,,supracostata,NY,"Vásquez, R. ",12164,Peru,3.55,-3.91,73.4,-73.66,150,0.7,,,,,,,35,3,1,,,31,18.5,,39,0,,,,,2.7,1,12.7,8.2,,,,,1,1,1,1,2,1,2,1,1,,,,,2,1,2,2,2,1,1,2,1,1,2,2,2,2,3,3,,,2,,,,,,,,,
410,Geonoma,macrostachys,,supracostata,MO,"Vásquez, R. ",12220,Peru,3.55,-3.91,73.4,-73.66,150,0.6,,,,,,,42,3.6,1,,,25,10,,33,0,11,,,21,4.3,1,9.3,9.1,,,,,,1,1,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,2,2,,,,,,,,
421,Geonoma,macrostachys,,supracostata,MO,"Vásquez, R. ",22263,Peru,4.31,-4.51,78.1,-78.16,289,,,,,,,,60,3.8,1,,,20,22,,28,0,,,,,2.9,1,7,6.4,,,,,,1,1,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,,,,,,,,,,,,,,,,,
147,Geonoma,macrostachys,,supracostata,NY,"Vásquez, R. ",24385,Peru,4.33,-4.55,78.12,-78.2,400,,,,,,,,33.5,2.1,1,,,34,15.7,,40,0,,,,19.2,2.5,1,6.5,5.6,,,1,,1,1,1,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,2,2,1,2,1,2,,
347,Geonoma,macrostachys,,supracostata,MO,"Zak, V.",4664,Ecuador,1.49,-1.81,76.42,-76.7,260,1,,,,,,,,,,,,,,,,0,,,,,3.2,1,,6.3,,,,,,,1,1,2,1,2,1,1,2,2,2,,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,2,2,1,2,1,2,,
267,Geonoma,macrostachys,,tamandua,NY,"Baker, M.",5960,Ecuador,0.19,-0.31,76.5,-76.85,250,,,,,,,0,,7.1,1,,,,44.5,,14,0,,,,,5.2,1,18,9,,,,,,1,1,1,2,2,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,,,,,,,,,
260,Geonoma,macrostachys,,tamandua,NY,"Balslev, H.",4319,Ecuador,0.45,-0.75,76.53,-76.88,300,,,,,,,,114,5.1,1,,,4,32.5,,22,0,,,,,4,1,27.5,8.9,10.5,8.1,,,,1,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,2,2,1,2,1,2,,
247,Geonoma,macrostachys,,tamandua,NY,"Balslev, H.",4542,Ecuador,0.3,-0.5,77.18,-77.3,300,,0.5,,,10,,0,146,5.8,1,,,3,32.5,,19,0,,,,,5.6,1,22.2,9.1,,,,,,1,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,,2,2,3,3,,,2,,,,,,,,,
262,Geonoma,macrostachys,,tamandua,NY,"Balslev, H.",4569,Ecuador,0.3,-0.5,77.18,-77.3,300,,0.5,,,10,,0,83,9.8,1,,,17,43,,12,0,,,,,6.5,1,28.3,8.9,,,,,1,1,1,1,2,2,2,1,1,,,,1,2,1,2,2,2,1,1,2,1,1,2,2,2,2,3,3,2,2,2,,,,,,,,,
166,Geonoma,macrostachys,,tamandua,NY,"Balslev, H.",10629,Ecuador,0.32,-0.53,77,-77,300,,,,,,,,,,1,,,,,,,0,,,,,4,1,19,7.6,,,,,,1,1,1,2,2,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,,2,3,3,,,2,,,,,,,,,
209,Geonoma,macrostachys,,tamandua,NY,"Balslev, H.",60506,Ecuador,0.32,0.53,76.23,-76.38,300,,,,,8,,,127,6.5,1,,,,,,,0,,,,,4.2,1,25.6,8.7,,,,,,1,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,2,,,,,,,,,
254,Geonoma,macrostachys,,tamandua,NY,"Balslev, H.",60517,Ecuador,0.32,-0.53,76.23,-76.38,300,,,,,10,,0,119,6.8,1,,,10,41,,14,0,7,26.2,0.5,45,4.5,1,20,8.8,11.4,7.9,1,,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,2,3,3,2,2,2,2,2,2,1,2,1,2,,
223,Geonoma,macrostachys,,tamandua,NY,"Balslev, H.",60609,Ecuador,0.32,-0.53,76.23,-76.38,300,,,,,6,,0,,5.2,1,,,4,,,,0,,,,,3.6,1,19,8.6,,,,,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,,,2,,,,,,,,,
249,Geonoma,macrostachys,,tamandua,NY,"Balslev, H.",62075,Ecuador,0.02,-0.03,76.12,-76.2,300,,,,,,,,85,4.3,1,,,6,30,,20,0,9.5,23.5,1,57,3.3,1,17.2,7,,,,,,1,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,2,3,3,,,2,,,,,,,,,
224,Geonoma,macrostachys,,tamandua,NY,"Bergmann, B.",62597,Ecuador,0.28,-0.46,76.47,-76.78,300,1.5,,,,15,,,,,,,,,,,,0,,,,,3.4,1,,7.5,,,1,,1,,1,1,2,2,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,,,,,,,,
448,Geonoma,macrostachys,,tamandua,COL,"Bernal, R.",2537,Colombia,3.55,-3.91,70.09,-70.15,150,,0.1,,,9,15,4,164,7.6,1,,,6,37,,20,0,,,,,,1,,,,,1,,,1,1,1,2,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Geonoma,macrostachys,,tamandua,NY,"Choo, J.",158,Peru,3.41,-3.68,72.18,-72.3,,1.7,,,,12,,,,,1,,,,26,,15,0,,,,,5.4,1,,8.1,10.8,7.9,,,,1,1,,2,2,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,2,2,1,2,1,2,,
189,Geonoma,macrostachys,,tamandua,NY,"Fleck, D.",369,Peru,5.17,-5.28,73.09,-73.15,150,,,,,,,,91,4.7,1,,,4,,,20,0,,,,,3.8,1,23,6.9,,,1,,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,2,3,3,,,2,,,,,,,,,
204,Geonoma,macrostachys,,tamandua,NY,"Foster, R.",4457,Peru,3.5,-3.83,74,-74,,,,,,,,,,,1,,,,,,,0,,,,,3.8,1,13.5,5.9,,,,,,1,1,1,2,2,2,1,1,,,,1,2,1,2,2,2,1,1,2,1,1,2,2,2,2,3,3,2,2,2,2,,,,,,,,
258,Geonoma,macrostachys,,tamandua,NY,"Gentry, A.",38798,Peru,3.52,-3.86,73.3,-73.5,140,,,,,,,,166,4.9,1,,,5,35,,9,0,,,,,3.9,1,23,6.6,,,,,1,1,1,1,2,2,2,1,1,,,,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,,,,,,,,,
198,Geonoma,macrostachys,,tamandua,NY,"Hammel, B.",15954,Colombia,1.1,1.16,76.44,-76.73,600,,,,,,,,,6.2,1,,,8,,,,0,,,,,6.4,1,,8.2,,,,,1,1,1,1,2,2,2,1,1,2,2,2,,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,,,,,,,,
154,Geonoma,macrostachys,,tamandua,NY,"Harling, G.",3569,Ecuador,0.2,-0.33,77,-77,350,0.5,,,,,,,110.5,6.8,1,,,,,,,0,,,,,3.1,1,18,6.6,,,,,,1,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,2,,,,,,,,,
253,Geonoma,macrostachys,,tamandua,NY,"Henderson, A.",862,Brazil,4.3,-4.5,71.45,-71.75,150,,,,,11,,0,91,8.2,1,,,5,31,,11,0,,,,,4.1,1,22.7,7.6,,,,,1,1,1,1,2,2,2,1,1,,,,1,2,1,2,2,2,1,1,2,1,1,2,2,,2,3,3,,,2,,,,,,,,,
245,Geonoma,macrostachys,,tamandua,NY,"Luteyn, J.",8719,Ecuador,0.3,-0.5,76.25,-76.41,,,,,,,,,,,1,,,,,,,0,,,,,5.1,1,27.5,10.6,,,,,1,1,1,1,2,2,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,2,2,3,3,,,2,,,,,,,,,
433,Geonoma,macrostachys,,tapajotensis,MO,"Alvarado, A.",104,Ecuador,0.43,-0.71,77.36,-77.6,1200,0.8,,,,,,,,,3,,,,,,,0,,,,,0.9,1,5.5,2.7,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Geonoma,macrostachys,,tapajotensis,NY,"Amaral, I.",1311,Brazil,5.55,-5.91,55.4,-55.66,,1,,,,,,,39,2.8,3,42,10.7,27,25.5,10.7,32,0,11.5,27,0.5,64,4.4,1,10.2,6.7,,,,,,2,1,1,2,2,2,1,,,,,,2,1,2,,2,1,1,2,1,1,2,2,,,,,,,,,,,,,,,,
89,Geonoma,macrostachys,,tapajotensis,NY,"Anderson, W.",10592,Brazil,7.35,-7.58,57.31,-57.51,,1,,,,,,,,,3,,8.6,42,22,9.3,38,0,,,,,3.9,1,13,6.7,,,,,,2,1,1,2,2,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,,2,3,3,,,2,,,,,,,,,
95,Geonoma,macrostachys,,tapajotensis,NY,"Baker, M.",6788,Ecuador,2.2,-2.33,77.35,-77.58,500,,,,,,16,41.5,36,3,3,16,1.7,92,12.5,7,45,0,,,,,2.3,1,10.5,5.4,,,,,1,2,1,1,2,2,2,1,1,,,,,2,1,2,2,2,1,1,2,1,1,2,2,2,2,3,3,,,2,,,,,,,,,
138,Geonoma,macrostachys,,tapajotensis,NY,"Balick, M.",923,Brazil,8,-8,55,-55,,1.5,,,,,,,45.5,3,3,,10.5,31,,12.5,31,,,,,,,,,,,,,,1,2,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Geonoma,macrostachys,,tapajotensis,NY,"Balick, M.",928,Brazil,,,,,,1.5,,,,,,,36.7,2.5,3,32,4.7,52,25,8.5,37,0,7,22.2,0.4,59,2.9,1,17.5,5.2,,,,,,2,1,1,2,2,2,1,,,,,,2,1,2,,2,1,1,2,1,1,2,2,,,,,,,,,,,,,,,,
90,Geonoma,macrostachys,,tapajotensis,NY,"Balick, M.",944,Brazil,9,-9,55,-55,,,,,,,,,,2.9,,,,,,,,0,,,,,2.5,1,10,4.5,,,1,,1,,1,1,2,2,2,1,1,,,,1,2,1,2,2,2,1,1,2,1,1,2,2,,2,3,3,,,2,,,,,,,,,
114,Geonoma,macrostachys,,tapajotensis,NY,"Balick, M.",1140,Peru,3.05,-3.08,71.55,-71.91,,1.5,,1.33,0.2,13,7,32,31,6,3,,,,,,,0,,,1.1,,2.5,1,8.5,4.6,7.2,5.2,,1,1,2,1,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,2,2,1,2,1,2,,
123,Geonoma,macrostachys,,tapajotensis,NY,"Balslev, H.",4372,Ecuador,0.1,-0.16,76.07,-76.11,230,,,,,8,,,40,2.2,3,,,,10,10.4,25,0,,,,,1.7,1,9,3.5,7.3,5.7,1,,1,2,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,2,2,1,2,1,2,,
396,Geonoma,macrostachys,,tapajotensis,AAU,"Balslev, H.",6420,Ecuador,0.42,-0.7,77.4,-77.66,1050,,,,,11,,,,1.5,,22.3,5.5,43,,,,0,,,,,2.8,1,12.4,5.4,,,,,1,,1,1,2,,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,2,3,3,,,2,,,,,,,,,
427,Geonoma,macrostachys,,tapajotensis,AAU,"Balslev, H.",6422,Ecuador,0.42,-0.7,77.43,-77.71,1350,,,,,,,,22.2,3.2,3,18,3.7,42,11.7,8.5,34,0,9.5,16.7,0.3,50.3,1.6,1,8,4.2,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Geonoma,macrostachys,,tapajotensis,NY,"Balslev, H.",62061,Ecuador,0.02,0.03,76.12,-76.2,300,,0.3,,,9,15,110,64,3.8,6,39.5,2.4,75,,17.7,28,0,,,0.5,85,2.4,1,17,5.4,8.1,6,2,,1,2,1,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,2,2,1,2,1,2,,
342,Geonoma,macrostachys,,tapajotensis,AAU,"Balslev, H.",62409,Ecuador,2.17,-2.28,77.45,-77.75,600,,,,,,15,47.5,41.5,2.7,8,22.5,1.1,61,15.7,3.3,41,0,17.5,34.5,0.5,128.5,2.9,1,18,6.4,,,,,,2,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,,,,,,,,
29,Geonoma,macrostachys,,tapajotensis,NY,"Bennett, B.",4118,Ecuador,2.3,-2.5,78.08,-78.13,900,,,,,,,17,19.7,2.9,3,,4.5,,,,,0,,,,,1.7,1,7.5,5.7,,,,,1,2,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,2,3,3,,,,,,,,,,,,
583,Geonoma,macrostachys,,tapajotensis,COL,"Cabrera, I.",3328,Colombia,4.13,-4.21,69.56,-69.93,,,,,,,,,,,,,,,,,,0,,,,,1.4,1,,,,,,,,2,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,2,3,3,,,,,,,,,,,,
415,Geonoma,macrostachys,,tapajotensis,NY,"Campos, M.",415,Brazil,8.22,-8.36,71.44,-71.73,,,,,,,,,26,2.3,3,21,3,80,17.5,7,40,0,,,,,2.4,1,17,5.9,,,,,,2,1,1,2,2,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,,,,,,,,,,,,,,,,,
